"","zip","gross_income","num_dependents","adj_gross_income","total_income_returns","total_income_amount","agi_salaries_wages_returns","agi_salaries_wages_amount","farm_returns","unemployment_compensation_returns","unemployment_compensation_amount","state_local_income_tax_returns","state_local_income_tax_amount","state_local_general_sales_returns","state_local_general_sales_amount","real_estate_returns","real_estate_amount","taxes_paid_returns","taxes_paid_amount","taxable_income_returns","taxable_income_amount","child_tax_credit_returns","child_tax_credit_amount","total_tax_payments_returns","total_tax_payments_amount","tax_due_at_filing_returns","tax_due_at_filing_amount","overpayments_refunded_returns","overpayments_refunded_amount"
"3565",38382,"$1 under $25,000",1040,22118,1780,22415,1410,17230,40,90,287,0,0,30,31,30,38,40,75,650,3521,60,17,1640,4383,140,87,1550,3899
"3566",38382,"$25,000 under $50,000",810,37014,1030,37387,900,30165,30,80,253,0,0,70,84,50,60,70,155,1000,18104,280,256,1000,4681,140,203,880,2773
"3567",38382,"$50,000 under $75,000",380,29930,490,30222,420,22706,30,0,0,0,0,80,130,70,82,90,226,490,19172,140,228,480,3364,100,220,380,1109
"3568",38382,"$75,000 under $100,000",220,23547,270,23893,240,17067,30,30,95,0,0,70,139,70,103,80,262,270,16679,100,161,270,2861,70,215,200,773
"3569",38382,"$100,000 under $200,000",200,30651,240,31184,230,22360,50,0,0,0,0,110,333,110,207,130,620,240,24093,60,73,230,4241,100,808,130,568
"3570",38382,"$200,000 or more",0,20464,40,21299,0,0,0,0,0,0,0,0,0,0,0,0,0,40,19481,0,0,30,1587,30,3433,0,0
"3571",38387,"Total",90,6784,170,6843,130,4749,30,0,0,0,0,0,0,0,0,0,0,120,4006,30,26,160,816,20,54,130,348
"3572",38387,"$1 under $25,000",30,797,70,797,50,636,0,0,0,0,0,0,0,0,0,0,0,20,149,0,0,60,126,20,54,50,105
"3573",38387,"$25,000 under $50,000",40,1760,50,1819,60,2367,30,0,0,0,0,0,0,0,0,0,0,50,823,30,26,50,203,0,0,60,174
"3574",38387,"$50,000 under $75,000",0,1472,20,1472,0,0,0,0,0,0,0,0,0,0,0,0,0,20,991,0,0,20,165,0,0,0,0
"3575",38387,"$75,000 under $100,000",20,2755,30,2755,20,1746,0,0,0,0,0,0,0,0,0,0,0,30,2043,0,0,30,322,0,0,20,69
"3576",38387,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3577",38387,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3578",38388,"Total",470,25607,690,25827,590,19982,60,50,150,0,0,50,106,50,52,70,173,480,14410,130,146,640,3441,80,152,570,1592
"3579",38388,"$1 under $25,000",160,3883,320,3921,250,3007,0,20,67,0,0,20,34,0,0,0,0,110,684,0,0,280,695,30,13,260,587
"3580",38388,"$25,000 under $50,000",150,6924,190,6980,170,5806,40,30,83,0,0,0,0,30,25,50,104,190,3310,70,55,180,854,20,38,170,533
"3581",38388,"$50,000 under $75,000",70,5329,90,5386,80,4232,0,0,0,0,0,30,72,0,0,0,0,90,3405,30,40,90,631,30,101,70,191
"3582",38388,"$75,000 under $100,000",50,4450,50,4519,50,3397,20,0,0,0,0,0,0,20,27,20,69,50,3131,30,51,50,560,0,0,40,161
"3583",38388,"$100,000 under $200,000",40,5021,40,5021,40,3540,0,0,0,0,0,0,0,0,0,0,0,40,3880,0,0,40,701,0,0,30,120
"3584",38388,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3585",38390,"Total",250,17022,390,17142,320,12403,50,30,73,0,0,30,67,40,45,40,159,280,10483,70,89,360,2215,60,163,280,873
"3586",38390,"$1 under $25,000",70,1856,150,1872,120,1399,20,30,73,0,0,0,0,0,0,0,0,50,286,0,0,130,299,20,6,110,261
"3587",38390,"$25,000 under $50,000",80,4252,120,4329,100,3575,0,0,0,0,0,0,0,0,0,0,0,110,2173,50,52,110,522,20,24,90,290
"3588",38390,"$50,000 under $75,000",40,3123,50,3123,40,2163,30,0,0,0,0,30,67,40,45,40,159,50,1947,0,0,50,363,0,0,40,132
"3589",38390,"$75,000 under $100,000",30,3280,40,3307,40,2668,0,0,0,0,0,0,0,0,0,0,0,40,2346,20,37,40,408,20,133,40,190
"3590",38390,"$100,000 under $200,000",30,4511,30,4511,20,2598,0,0,0,0,0,0,0,0,0,0,0,30,3731,0,0,30,623,0,0,0,0
"3591",38390,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3592",38391,"Total",400,19067,550,19242,500,15206,20,0,0,0,0,60,115,50,42,70,172,380,10390,80,72,540,2690,60,142,480,1356
"3593",38391,"$1 under $25,000",180,3452,260,3478,230,2897,20,0,0,0,0,0,0,0,0,0,0,90,497,0,0,250,748,0,0,250,678
"3594",38391,"$25,000 under $50,000",140,6619,180,6691,170,5806,0,0,0,0,0,20,27,0,0,30,41,180,3420,80,72,180,808,30,28,160,450
"3595",38391,"$50,000 under $75,000",80,5311,80,5388,70,3878,0,0,0,0,0,40,88,50,42,40,131,80,3458,0,0,80,585,30,114,70,228
"3596",38391,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3597",38391,"$100,000 under $200,000",0,3685,30,3685,30,2625,0,0,0,0,0,0,0,0,0,0,0,30,3015,0,0,30,549,0,0,0,0
"3598",38391,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3599",38392,"Total",230,11613,330,11670,280,9063,20,20,55,0,0,40,82,30,28,40,135,210,6406,50,58,300,1541,30,27,280,755
"3600",38392,"$1 under $25,000",80,1806,160,1829,120,1421,20,20,55,0,0,0,0,0,0,0,0,50,304,0,0,140,328,30,27,140,283
"3601",38392,"$25,000 under $50,000",70,2780,80,2780,70,2312,0,0,0,0,0,0,0,0,0,0,0,70,1234,30,25,70,384,0,0,70,257
"3602",38392,"$50,000 under $75,000",40,2694,50,2728,50,2415,0,0,0,0,0,40,82,30,28,40,135,50,1732,20,33,50,309,0,0,40,87
"3603",38392,"$75,000 under $100,000",40,4333,40,4333,40,2915,0,0,0,0,0,0,0,0,0,0,0,40,3136,0,0,40,520,0,0,30,128
"3604",38392,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3605",38392,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3606",38401,"Total",16560,1222507,25300,1238538,21720,889463,660,880,2469,300,1404,3240,7044,3550,6994,3940,15793,19040,793047,4280,5107,24260,177805,3990,16588,20490,55006
"3607",38401,"$1 under $25,000",5620,136053,10560,137999,8640,105972,130,360,1006,0,0,300,277,300,439,370,767,4550,26819,450,145,9760,24554,780,638,9250,20962
"3608",38401,"$25,000 under $50,000",4630,239137,6700,241380,5950,192563,120,260,694,50,64,620,870,630,907,770,1925,6470,121854,1700,1585,6560,28065,890,1394,5740,15204
"3609",38401,"$50,000 under $75,000",2480,210406,3430,212683,3030,159556,120,140,401,40,83,640,1128,700,1090,780,2347,3420,136623,1040,1675,3380,23221,770,1869,2600,6977
"3610",38401,"$75,000 under $100,000",1580,176691,2050,178179,1850,136756,90,60,161,50,199,520,1115,600,1057,640,2429,2050,126686,650,1092,2030,21157,510,1405,1510,4939
"3611",38401,"$100,000 under $200,000",1750,272664,2110,276117,1880,200425,130,60,207,110,520,850,2292,970,2035,1020,4927,2100,213564,440,610,2080,38255,800,4124,1230,4712
"3612",38401,"$200,000 or more",500,187556,450,192180,370,94191,70,0,0,50,538,310,1362,350,1466,360,3398,450,167501,0,0,450,42553,240,7158,160,2212
"3613",38425,"Total",460,29175,680,29510,570,20840,50,30,81,0,0,50,123,60,65,70,256,480,17650,130,136,650,4118,90,164,570,1699
"3614",38425,"$1 under $25,000",180,3946,310,4024,230,2890,30,0,0,0,0,0,0,0,0,20,40,110,653,0,0,280,789,40,26,250,662
"3615",38425,"$25,000 under $50,000",130,6590,190,6665,170,5356,0,30,81,0,0,0,0,30,35,0,0,190,3085,70,52,190,805,30,44,170,478
"3616",38425,"$50,000 under $75,000",60,4863,80,4905,70,3801,0,0,0,0,0,50,123,0,0,20,67,80,3051,30,40,80,559,0,0,70,188
"3617",38425,"$75,000 under $100,000",50,4556,50,4696,50,3359,20,0,0,0,0,0,0,30,30,30,149,50,3134,30,44,50,529,20,94,40,159
"3618",38425,"$100,000 under $200,000",40,9220,50,9220,50,5434,0,0,0,0,0,0,0,0,0,0,0,50,7727,0,0,50,1436,0,0,40,212
"3619",38425,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3620",38449,"Total",780,62543,1280,63282,1040,45348,150,30,130,130,472,90,130,210,325,240,995,980,40044,210,239,1220,8613,220,526,1010,2531
"3621",38449,"$1 under $25,000",240,6286,500,6417,370,4260,30,30,130,0,0,20,14,20,19,30,37,210,1160,0,0,450,1041,50,39,420,828
"3622",38449,"$25,000 under $50,000",190,11623,320,11799,270,8791,30,0,0,20,35,40,55,40,39,50,110,310,5768,80,61,310,1322,50,87,260,654
"3623",38449,"$50,000 under $75,000",130,13031,210,13178,170,9757,40,0,0,40,99,0,0,50,62,50,146,210,8538,60,80,210,1506,60,141,160,453
"3624",38449,"$75,000 under $100,000",80,8629,100,8713,90,6876,20,0,0,0,0,30,61,20,36,30,98,100,6193,30,49,100,1085,0,0,80,263
"3625",38449,"$100,000 under $200,000",140,22974,150,23175,140,15664,30,0,0,70,338,0,0,80,169,80,604,150,18385,40,49,150,3659,60,259,90,333
"3626",38449,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3627",38450,"Total",710,39195,980,39778,820,29528,120,100,326,100,520,110,363,170,151,220,1079,660,21198,160,181,930,5654,110,197,840,2502
"3628",38450,"$1 under $25,000",270,6248,480,6342,370,4837,30,60,168,0,0,0,0,0,0,30,53,180,990,20,9,450,1161,30,18,430,979
"3629",38450,"$25,000 under $50,000",190,8342,240,8462,210,6709,30,0,0,30,78,50,116,50,33,60,187,220,3464,50,38,230,1019,60,100,200,655
"3630",38450,"$50,000 under $75,000",130,8231,130,8269,120,6719,30,40,158,50,258,30,89,50,39,60,314,130,4495,50,77,130,880,0,0,110,404
"3631",38450,"$75,000 under $100,000",50,5213,60,5544,60,4359,30,0,0,0,0,30,158,30,32,30,209,60,3359,40,57,60,608,20,79,50,210
"3632",38450,"$100,000 under $200,000",70,11161,70,11161,60,6904,0,0,0,20,184,0,0,40,47,40,316,70,8890,0,0,60,1986,0,0,50,254
"3633",38450,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3634",38451,"Total",1380,104118,2160,105214,1840,79198,200,80,223,0,0,290,582,300,439,310,1091,1630,66594,380,494,2060,14770,340,1083,1760,4673
"3635",38451,"$1 under $25,000",350,9891,820,10037,650,7500,30,40,108,0,0,20,18,20,23,20,44,320,1898,30,9,750,1719,60,45,710,1415
"3636",38451,"$25,000 under $50,000",350,19961,560,20263,480,15123,50,0,0,0,0,60,77,60,74,60,163,530,9649,120,109,540,2404,80,138,480,1347
"3637",38451,"$50,000 under $75,000",250,20778,340,21024,310,15856,40,40,115,0,0,60,110,70,85,70,201,340,13140,100,166,340,2280,70,159,270,752
"3638",38451,"$75,000 under $100,000",220,19519,230,19674,210,15371,30,0,0,0,0,50,94,50,73,60,183,230,13877,80,144,220,2380,50,121,180,580
"3639",38451,"$100,000 under $200,000",180,23801,190,24048,190,25348,50,0,0,0,0,100,283,100,184,100,500,190,18552,50,66,190,3334,80,620,120,579
"3640",38451,"$200,000 or more",30,10168,20,10168,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9478,0,0,20,2653,0,0,0,0
"3641",38452,"Total",220,14115,380,14284,310,11379,70,40,132,40,162,30,101,50,37,80,345,260,7201,60,80,360,1784,50,90,320,865
"3642",38452,"$1 under $25,000",70,2448,190,2499,140,1777,40,20,52,0,0,0,0,0,0,30,68,70,399,0,0,170,357,20,24,150,283
"3643",38452,"$25,000 under $50,000",60,3262,90,3352,80,2556,0,0,0,0,0,0,0,30,18,0,0,90,1421,20,20,90,391,30,66,80,228
"3644",38452,"$50,000 under $75,000",50,3346,50,3374,50,2871,30,20,80,40,162,30,101,0,0,20,94,50,1838,40,60,50,359,0,0,50,156
"3645",38452,"$75,000 under $100,000",40,2181,30,2181,20,2052,0,0,0,0,0,0,0,20,19,30,183,30,1438,0,0,30,291,0,0,40,198
"3646",38452,"$100,000 under $200,000",0,2878,20,2878,20,2123,0,0,0,0,0,0,0,0,0,0,0,20,2105,0,0,20,386,0,0,0,0
"3647",38452,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3648",38453,"Total",90,9120,170,9210,140,6376,40,0,0,0,0,0,0,20,36,30,116,130,5970,30,37,160,1170,30,62,120,364
"3649",38453,"$1 under $25,000",30,597,50,597,30,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,103,0,0,30,73
"3650",38453,"$25,000 under $50,000",20,1736,50,1826,40,1389,0,0,0,0,0,0,0,0,0,0,0,60,1013,30,37,50,213,0,0,40,114
"3651",38453,"$50,000 under $75,000",20,2108,30,2108,30,1384,40,0,0,0,0,0,0,20,36,30,116,30,1341,0,0,30,237,30,62,30,70
"3652",38453,"$75,000 under $100,000",20,4679,40,4679,40,3164,0,0,0,0,0,0,0,0,0,0,0,40,3616,0,0,40,617,0,0,20,107
"3653",38453,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3654",38453,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3655",38454,"Total",250,18605,410,18795,320,13317,70,30,64,0,0,30,65,20,28,40,130,310,11416,50,65,380,2453,60,127,300,854
"3656",38454,"$1 under $25,000",90,2220,160,2277,110,1505,20,30,64,0,0,0,0,0,0,0,0,70,447,0,0,140,368,20,26,120,281
"3657",38454,"$25,000 under $50,000",70,4224,120,4284,100,3289,30,0,0,0,0,30,65,20,28,0,0,110,1998,20,22,110,490,20,39,100,270
"3658",38454,"$50,000 under $75,000",70,3431,60,3431,50,3014,0,0,0,0,0,0,0,0,0,40,130,60,2146,30,43,60,388,0,0,40,134
"3659",38454,"$75,000 under $100,000",0,2857,30,2930,30,2020,20,0,0,0,0,0,0,0,0,0,0,30,2137,0,0,30,383,20,62,20,82
"3660",38454,"$100,000 under $200,000",20,5873,40,5873,30,3489,0,0,0,0,0,0,0,0,0,0,0,40,4688,0,0,40,824,0,0,20,87
"3661",38454,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3662",38456,"Total",980,50316,1280,51042,1040,38221,130,70,190,0,0,140,268,130,137,150,450,920,28047,260,342,1220,6654,180,581,1050,2920
"3663",38456,"$1 under $25,000",290,7246,550,7420,400,4932,40,30,56,0,0,0,0,0,0,0,0,210,1196,0,0,500,1312,50,46,470,1063
"3664",38456,"$25,000 under $50,000",310,13107,370,13252,330,10976,20,40,134,0,0,50,60,40,27,50,96,350,6011,120,106,360,1631,40,63,320,979
"3665",38456,"$50,000 under $75,000",200,12479,200,12657,180,9698,50,0,0,0,0,30,63,30,32,40,104,200,7769,80,128,200,1345,40,142,160,489
"3666",38456,"$75,000 under $100,000",110,7891,90,7978,80,6277,0,0,0,0,0,30,61,30,37,30,108,90,5458,40,74,90,928,20,63,70,232
"3667",38456,"$100,000 under $200,000",70,9593,70,9735,50,6338,20,0,0,0,0,30,84,30,41,30,142,70,7613,20,34,70,1438,30,267,30,157
"3668",38456,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3669",38457,"Total",190,11277,300,11389,250,9154,50,30,97,0,0,20,35,20,24,40,112,200,6071,50,67,280,1443,40,41,270,687
"3670",38457,"$1 under $25,000",70,1795,140,1884,100,1112,30,30,97,0,0,0,0,0,0,0,0,40,258,0,0,130,324,0,0,120,271
"3671",38457,"$25,000 under $50,000",40,2910,80,2910,70,2208,0,0,0,0,0,20,35,20,24,0,0,80,1396,20,18,70,321,40,41,70,183
"3672",38457,"$50,000 under $75,000",50,3218,50,3241,50,2914,20,0,0,0,0,0,0,0,0,40,112,50,1930,30,49,50,346,0,0,50,138
"3673",38457,"$75,000 under $100,000",30,3354,30,3354,30,2920,0,0,0,0,0,0,0,0,0,0,0,30,2487,0,0,30,452,0,0,30,95
"3674",38457,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3675",38457,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3676",38459,"Total",90,9073,190,9142,130,6011,50,0,0,0,0,0,0,0,0,20,96,130,5610,30,32,180,1168,20,68,130,378
"3677",38459,"$1 under $25,000",30,755,70,755,40,483,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,154,0,0,50,132
"3678",38459,"$25,000 under $50,000",20,1799,50,1868,40,1527,0,0,0,0,0,0,0,0,0,20,96,60,1078,30,32,50,219,20,68,40,102
"3679",38459,"$50,000 under $75,000",40,1556,30,1556,20,1173,30,0,0,0,0,0,0,0,0,0,0,30,965,0,0,30,188,0,0,20,61
"3680",38459,"$75,000 under $100,000",0,4963,40,4963,30,2828,0,0,0,0,0,0,0,0,0,0,0,40,3567,0,0,40,607,0,0,20,83
"3681",38459,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3682",38459,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3683",38460,"Total",360,23254,570,23407,490,18942,60,20,60,0,0,20,36,40,47,50,156,440,13724,100,135,550,3045,90,96,470,1267
"3684",38460,"$1 under $25,000",80,2708,220,2756,170,2009,0,20,60,0,0,0,0,0,0,0,0,100,568,0,0,200,414,50,46,180,329
"3685",38460,"$25,000 under $50,000",120,5970,170,6035,150,4729,40,0,0,0,0,20,36,0,0,30,55,160,2898,40,40,170,747,0,0,150,443
"3686",38460,"$50,000 under $75,000",80,5910,100,5910,90,5046,0,0,0,0,0,0,0,0,0,0,0,100,3769,30,53,100,673,40,50,80,236
"3687",38460,"$75,000 under $100,000",40,4310,50,4350,50,3299,20,0,0,0,0,0,0,40,47,20,101,50,3049,30,42,50,540,0,0,40,151
"3688",38460,"$100,000 under $200,000",40,4356,30,4356,30,3859,0,0,0,0,0,0,0,0,0,0,0,30,3440,0,0,30,671,0,0,20,108
"3689",38460,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3690",38461,"Total",410,28617,570,28990,460,21018,80,20,85,0,0,70,167,80,134,90,325,450,18068,110,141,550,3721,100,301,440,1289
"3691",38461,"$1 under $25,000",90,2592,210,2637,140,1868,0,20,85,0,0,0,0,0,0,0,0,90,520,0,0,190,447,40,42,170,363
"3692",38461,"$25,000 under $50,000",90,4872,130,4928,120,3816,50,0,0,0,0,0,0,0,0,0,0,130,2366,40,28,130,575,0,0,110,324
"3693",38461,"$50,000 under $75,000",100,6199,100,6344,90,4668,0,0,0,0,0,40,66,50,47,50,124,100,3845,40,59,100,658,40,128,80,224
"3694",38461,"$75,000 under $100,000",50,5452,60,5452,50,3741,30,0,0,0,0,0,0,0,0,0,0,60,3898,30,54,60,715,0,0,40,242
"3695",38461,"$100,000 under $200,000",80,9502,70,9629,60,6925,0,0,0,0,0,30,101,30,87,40,201,70,7439,0,0,70,1326,20,131,40,136
"3696",38461,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3697",38462,"Total",2660,158792,3990,161370,3230,110834,150,280,825,40,161,340,680,340,495,410,1482,2680,92046,630,735,3790,24272,560,2280,3300,9370
"3698",38462,"$1 under $25,000",1120,25675,2010,26162,1500,18637,40,100,242,20,39,50,55,50,49,60,111,740,3948,60,22,1840,4946,190,157,1720,4183
"3699",38462,"$25,000 under $50,000",750,36742,1030,37107,900,28976,30,90,256,0,0,70,96,60,66,80,176,990,16930,270,235,1010,4438,120,189,890,2633
"3700",38462,"$50,000 under $75,000",380,28773,470,29037,410,21856,30,50,171,0,0,70,132,80,96,90,269,470,17920,160,254,460,3058,100,236,360,987
"3701",38462,"$75,000 under $100,000",220,22416,260,22619,230,17405,20,40,156,20,122,60,114,60,73,70,207,260,15768,80,148,260,2540,60,149,200,617
"3702",38462,"$100,000 under $200,000",190,22763,180,23208,160,16210,30,0,0,0,0,90,283,70,101,80,441,180,17309,60,76,180,3167,60,439,130,950
"3703",38462,"$200,000 or more",0,22423,40,23237,30,7750,0,0,0,0,0,0,0,20,110,30,278,40,20171,0,0,40,6123,30,1110,0,0
"3704",38463,"Total",730,40512,990,40883,850,33254,140,100,278,90,416,70,222,130,106,170,782,710,22807,200,240,950,5402,110,231,850,2604
"3705",38463,"$1 under $25,000",240,5495,440,5611,330,4093,30,30,83,0,0,0,0,0,0,0,0,170,908,0,0,400,984,30,35,380,794
"3706",38463,"$25,000 under $50,000",220,9902,270,10009,250,8604,30,40,100,30,67,50,98,40,22,60,158,260,4404,90,70,270,1252,50,73,240,800
"3707",38463,"$50,000 under $75,000",130,8536,140,8578,130,7564,40,30,95,30,167,0,0,40,32,50,253,140,4968,60,86,140,972,0,0,120,431
"3708",38463,"$75,000 under $100,000",70,6788,80,6856,80,6121,20,0,0,30,182,20,124,20,25,30,123,80,4686,30,49,80,874,30,123,70,296
"3709",38463,"$100,000 under $200,000",70,9791,60,9829,60,6872,20,0,0,0,0,0,0,30,27,30,248,60,7841,20,35,60,1320,0,0,40,283
"3710",38463,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3711",38464,"Total",6130,375291,8860,381247,7310,264819,520,450,1334,90,336,880,1815,870,1323,1020,3561,6250,226513,1520,1856,8400,52931,1290,7066,7270,20330
"3712",38464,"$1 under $25,000",2270,51046,4060,51905,3140,37859,130,220,513,0,0,100,91,80,103,110,207,1540,8777,130,43,3720,9620,340,263,3520,8110
"3713",38464,"$25,000 under $50,000",1720,83803,2330,84765,2030,68212,110,110,358,0,0,200,277,180,199,230,506,2240,39781,610,545,2260,10266,270,453,2030,6063
"3714",38464,"$50,000 under $75,000",1040,75395,1230,76305,1080,58446,110,60,196,50,111,190,334,180,231,210,619,1230,47289,440,700,1210,8150,260,769,960,2905
"3715",38464,"$75,000 under $100,000",550,54115,630,54854,550,40621,70,30,147,0,0,140,325,140,203,160,600,630,38022,210,391,610,6355,140,597,470,1713
"3716",38464,"$100,000 under $200,000",470,63622,500,65007,420,40898,80,30,120,40,225,190,550,220,391,240,1107,500,49443,130,177,490,8630,210,1583,270,1323
"3717",38464,"$200,000 or more",80,47310,110,48411,90,18783,20,0,0,0,0,60,238,70,196,70,522,110,43201,0,0,110,9910,70,3401,20,216
"3718",38468,"Total",1370,82431,2030,83515,1670,64031,220,150,427,30,118,190,395,200,262,250,838,1480,47255,380,498,1940,10814,300,717,1650,4491
"3719",38468,"$1 under $25,000",400,10910,860,11168,640,7753,60,60,130,0,0,0,0,0,0,0,0,340,2002,20,7,780,1813,90,91,720,1490
"3720",38468,"$25,000 under $50,000",410,20338,560,20618,500,16738,60,50,152,0,0,60,80,50,51,80,146,530,9556,150,130,550,2508,70,137,480,1479
"3721",38468,"$50,000 under $75,000",270,20298,330,20463,290,16400,50,40,145,30,118,40,86,50,52,60,165,330,12587,120,186,330,2201,70,154,260,797
"3722",38468,"$75,000 under $100,000",150,12745,150,12888,120,9084,30,0,0,0,0,40,79,40,49,40,168,150,8787,60,119,150,1409,30,127,110,372
"3723",38468,"$100,000 under $200,000",140,18140,130,18378,120,14056,20,0,0,0,0,50,150,60,110,70,359,130,14323,30,56,130,2883,40,208,80,353
"3724",38468,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3725",38469,"Total",1090,73604,1610,74566,1340,54060,140,110,298,60,189,140,300,190,228,210,755,1190,44663,300,373,1540,9664,240,715,1330,3584
"3726",38469,"$1 under $25,000",290,7971,650,8115,490,5637,30,40,110,0,0,0,0,0,0,0,0,240,1240,0,0,600,1394,50,34,570,1169
"3727",38469,"$25,000 under $50,000",320,15568,430,15742,380,12653,50,40,112,0,0,40,41,40,33,50,92,420,7236,120,100,420,1865,50,69,380,1102
"3728",38469,"$50,000 under $75,000",220,15096,250,15222,220,12147,0,30,76,30,83,30,62,40,48,50,151,250,9397,90,153,240,1607,50,110,200,591
"3729",38469,"$75,000 under $100,000",110,12226,140,12426,130,9366,30,0,0,0,0,30,86,40,42,40,167,140,8642,50,70,140,1414,40,132,100,333
"3730",38469,"$100,000 under $200,000",150,22743,140,23061,120,14257,30,0,0,30,106,40,111,70,105,70,345,140,18148,40,50,140,3384,50,370,80,389
"3731",38469,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3732",38471,"Total",110,7201,200,7235,150,5131,40,20,77,0,0,0,0,0,0,20,77,140,3798,20,28,190,911,30,63,160,407
"3733",38471,"$1 under $25,000",40,1315,100,1349,70,958,40,20,77,0,0,0,0,0,0,0,0,40,212,0,0,90,213,30,63,80,175
"3734",38471,"$25,000 under $50,000",40,2171,60,2171,50,1596,0,0,0,0,0,0,0,0,0,20,77,60,958,20,28,60,224,0,0,50,127
"3735",38471,"$50,000 under $75,000",30,1213,20,1213,30,2577,0,0,0,0,0,0,0,0,0,0,0,20,734,0,0,20,129,0,0,30,105
"3736",38471,"$75,000 under $100,000",0,2502,20,2502,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1894,0,0,20,345,0,0,0,0
"3737",38471,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3738",38471,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3739",38472,"Total",650,52280,1110,52984,910,37494,210,40,134,0,0,140,269,120,217,140,545,870,32830,200,261,1050,7359,200,488,850,2273
"3740",38472,"$1 under $25,000",140,5341,410,5453,300,3962,50,0,0,0,0,0,0,0,0,0,0,180,1131,0,0,350,767,50,48,320,610
"3741",38472,"$25,000 under $50,000",230,11446,310,11600,270,8798,50,40,134,0,0,40,43,30,48,40,104,300,5621,90,77,310,1383,40,73,270,755
"3742",38472,"$50,000 under $75,000",120,11170,180,11293,160,8917,40,0,0,0,0,30,39,20,26,30,73,180,7157,60,85,180,1244,50,97,130,419
"3743",38472,"$75,000 under $100,000",90,8252,100,8317,90,6298,30,0,0,0,0,20,45,20,35,20,88,100,5879,50,99,100,1001,20,74,70,262
"3744",38472,"$100,000 under $200,000",70,16071,110,16321,90,9519,40,0,0,0,0,50,142,50,108,50,280,110,13042,0,0,110,2964,40,196,60,227
