"","zip","gross_income","num_dependents","adj_gross_income","total_income_returns","total_income_amount","taxes_paid_returns","taxes_paid_amount"
"1402",37398,"$1 under $25,000",1220,32313,2610,32969,70,191
"1403",37398,"$25,000 under $50,000",1040,58632,1630,59324,160,438
"1404",37398,"$50,000 under $75,000",580,55204,900,55812,180,579
"1405",37398,"$75,000 under $100,000",430,51532,590,51987,160,648
"1406",37398,"$100,000 under $200,000",480,77237,590,78572,260,1540
"1407",37398,"$200,000 or more",110,49677,150,51259,110,1028
"1408",37402,"Total",680,173889,1230,176373,170,2828
"1409",37402,"$1 under $25,000",550,9472,790,9604,30,62
"1410",37402,"$25,000 under $50,000",70,6514,190,6658,0,0
"1411",37402,"$50,000 under $75,000",30,4679,80,4847,30,114
"1412",37402,"$75,000 under $100,000",0,3295,40,3295,0,0
"1413",37402,"$100,000 under $200,000",0,8259,60,8677,40,290
"1414",37402,"$200,000 or more",30,141670,70,143292,70,2362
"1415",37403,"Total",380,81747,1250,83656,240,1975
"1416",37403,"$1 under $25,000",150,6932,620,7076,0,0
"1417",37403,"$25,000 under $50,000",120,10265,280,10531,40,120
"1418",37403,"$50,000 under $75,000",0,5935,100,6037,30,120
"1419",37403,"$75,000 under $100,000",30,6600,80,6735,40,155
"1420",37403,"$100,000 under $200,000",30,12235,90,12555,60,498
"1421",37403,"$200,000 or more",50,39780,80,40722,70,1082
"1422",37404,"Total",5440,226161,5920,230121,640,4071
"1423",37404,"$1 under $25,000",3010,46243,3530,46701,60,152
"1424",37404,"$25,000 under $50,000",1850,51830,1510,52180,150,391
"1425",37404,"$50,000 under $75,000",270,22346,370,22665,110,376
"1426",37404,"$75,000 under $100,000",90,15583,180,15918,80,455
"1427",37404,"$100,000 under $200,000",140,28547,210,29189,140,919
"1428",37404,"$200,000 or more",80,61612,120,63468,100,1778
"1429",37405,"Total",3200,680195,8070,695960,2140,17994
"1430",37405,"$1 under $25,000",820,36269,2850,37148,130,332
"1431",37405,"$25,000 under $50,000",640,70445,1950,71498,270,900
"1432",37405,"$50,000 under $75,000",400,62971,1030,64096,310,1274
"1433",37405,"$75,000 under $100,000",290,59371,690,60192,290,1505
"1434",37405,"$100,000 under $200,000",530,130921,950,133686,610,4128
"1435",37405,"$200,000 or more",520,320218,600,329340,530,9855
"1436",37406,"Total",4420,155528,5620,156571,530,1735
"1437",37406,"$1 under $25,000",2810,45288,3500,45757,60,113
"1438",37406,"$25,000 under $50,000",1160,49423,1420,49662,190,487
"1439",37406,"$50,000 under $75,000",260,23342,390,23454,120,354
"1440",37406,"$75,000 under $100,000",120,14775,170,14860,70,252
"1441",37406,"$100,000 under $200,000",70,14828,120,14966,90,529
"1442",37406,"$200,000 or more",0,7872,20,7872,0,0
"1443",37407,"Total",4600,77346,3530,77906,60,158
"1444",37407,"$1 under $25,000",2690,30758,2390,31066,0,0
"1445",37407,"$25,000 under $50,000",1750,31692,950,31801,30,47
"1446",37407,"$50,000 under $75,000",120,7588,130,7731,30,111
"1447",37407,"$75,000 under $100,000",40,3261,40,3261,0,0
"1448",37407,"$100,000 under $200,000",0,4047,20,4047,0,0
"1449",37407,"$200,000 or more",0,0,0,0,0,0
"1450",37408,"Total",510,61259,880,62637,210,1177
"1451",37408,"$1 under $25,000",210,4821,350,4862,0,0
"1452",37408,"$25,000 under $50,000",160,7929,220,8078,30,85
"1453",37408,"$50,000 under $75,000",30,6016,100,6164,40,142
"1454",37408,"$75,000 under $100,000",30,6440,70,6531,40,151
"1455",37408,"$100,000 under $200,000",50,14010,100,14433,70,423
"1456",37408,"$200,000 or more",30,22043,40,22569,30,376
"1457",37409,"Total",870,65024,1570,66156,240,961
"1458",37409,"$1 under $25,000",290,8984,700,9229,20,73
"1459",37409,"$25,000 under $50,000",310,17020,470,17309,50,134
"1460",37409,"$50,000 under $75,000",100,11061,180,11243,50,161
"1461",37409,"$75,000 under $100,000",80,9743,110,9865,50,176
"1462",37409,"$100,000 under $200,000",90,18216,110,18510,70,417
"1463",37409,"$200,000 or more",0,0,0,0,0,0
"1464",37410,"Total",1430,28190,1470,28354,50,121
"1465",37410,"$1 under $25,000",1080,14451,1130,14585,0,0
"1466",37410,"$25,000 under $50,000",300,9333,280,9363,50,121
"1467",37410,"$50,000 under $75,000",50,4406,60,4406,0,0
"1468",37410,"$75,000 under $100,000",0,0,0,0,0,0
"1469",37410,"$100,000 under $200,000",0,0,0,0,0,0
"1470",37410,"$200,000 or more",0,0,0,0,0,0
"1471",37411,"Total",5720,308283,8630,312130,1220,4422
"1472",37411,"$1 under $25,000",2740,57908,4450,58711,150,313
"1473",37411,"$25,000 under $50,000",1830,85094,2430,85750,340,911
"1474",37411,"$50,000 under $75,000",550,55533,910,56118,290,862
"1475",37411,"$75,000 under $100,000",250,35708,410,36070,180,723
"1476",37411,"$100,000 under $200,000",280,48303,370,48936,210,1043
"1477",37411,"$200,000 or more",70,25737,60,26545,50,570
"1478",37412,"Total",6580,422625,10920,427425,1520,5268
"1479",37412,"$1 under $25,000",2690,64861,4950,65972,200,450
"1480",37412,"$25,000 under $50,000",2300,118422,3340,119378,430,1063
"1481",37412,"$50,000 under $75,000",830,86534,1420,87536,370,1178
"1482",37412,"$75,000 under $100,000",410,55687,650,56082,220,820
"1483",37412,"$100,000 under $200,000",310,63035,490,63925,250,1395
"1484",37412,"$200,000 or more",40,34086,70,34532,50,362
"1485",37415,"Total",5480,712693,11630,723741,2230,13543
"1486",37415,"$1 under $25,000",1610,58246,4590,59364,200,515
"1487",37415,"$25,000 under $50,000",1660,117338,3230,119005,490,1585
"1488",37415,"$50,000 under $75,000",750,95266,1560,96426,400,1414
"1489",37415,"$75,000 under $100,000",550,79752,920,80927,340,1551
"1490",37415,"$100,000 under $200,000",580,125636,960,127303,500,3138
"1491",37415,"$200,000 or more",330,236455,370,240716,300,5340
"1492",37416,"Total",4200,341900,7290,346291,1310,6159
"1493",37416,"$1 under $25,000",1610,41357,3160,41950,120,302
"1494",37416,"$25,000 under $50,000",1390,77612,2160,78247,360,965
"1495",37416,"$50,000 under $75,000",590,57653,950,58104,300,937
"1496",37416,"$75,000 under $100,000",280,39639,460,40023,180,810
"1497",37416,"$100,000 under $200,000",260,56593,430,57198,260,1506
"1498",37416,"$200,000 or more",70,69046,130,70769,90,1639
"1499",37419,"Total",1550,228018,2950,232139,810,5835
"1500",37419,"$1 under $25,000",390,13016,1060,13244,50,153
"1501",37419,"$25,000 under $50,000",380,24570,680,24831,100,345
"1502",37419,"$50,000 under $75,000",210,24016,390,24427,130,566
"1503",37419,"$75,000 under $100,000",180,22142,260,22416,120,564
"1504",37419,"$100,000 under $200,000",240,47192,350,48106,220,1600
"1505",37419,"$200,000 or more",150,97082,210,99115,190,2607
"1506",37421,"Total",13430,1436947,23330,1460064,5990,32252
"1507",37421,"$1 under $25,000",3320,105292,8420,107243,500,1612
"1508",37421,"$25,000 under $50,000",3320,208129,5730,210996,1020,3051
"1509",37421,"$50,000 under $75,000",2110,208816,3400,211449,1150,4136
"1510",37421,"$75,000 under $100,000",1530,186034,2150,188301,940,4052
"1511",37421,"$100,000 under $200,000",2320,373115,2780,378954,1710,10002
"1512",37421,"$200,000 or more",830,355561,850,363121,670,9399
"1513",37601,"Total",9120,667926,15250,678502,2200,10028
"1514",37601,"$1 under $25,000",3690,90313,7340,91798,190,426
"1515",37601,"$25,000 under $50,000",2310,135904,3820,137611,410,996
"1516",37601,"$50,000 under $75,000",1110,108284,1770,109497,430,1418
"1517",37601,"$75,000 under $100,000",740,82220,950,83159,340,1433
"1518",37601,"$100,000 under $200,000",950,142418,1070,144373,590,3260
"1519",37601,"$200,000 or more",320,108787,300,112064,240,2495
"1520",37604,"Total",7530,808322,15110,822054,2680,13081
"1521",37604,"$1 under $25,000",2260,82174,6800,83884,230,579
"1522",37604,"$25,000 under $50,000",1850,124371,3480,126207,450,1236
"1523",37604,"$50,000 under $75,000",1110,112199,1840,113813,470,1643
"1524",37604,"$75,000 under $100,000",710,96080,1110,97448,410,1692
"1525",37604,"$100,000 under $200,000",1040,181586,1350,184782,740,4180
"1526",37604,"$200,000 or more",560,211912,530,215920,380,3751
"1527",37615,"Total",5250,613975,9450,624335,2230,11201
"1528",37615,"$1 under $25,000",1080,40426,3340,41172,130,303
"1529",37615,"$25,000 under $50,000",1010,79574,2200,80621,330,791
"1530",37615,"$50,000 under $75,000",840,82756,1340,84094,360,1191
"1531",37615,"$75,000 under $100,000",690,80162,920,81158,350,1344
"1532",37615,"$100,000 under $200,000",1190,166847,1250,169495,730,3899
"1533",37615,"$200,000 or more",440,164210,400,167795,330,3673
"1534",37616,"Total",1230,87858,2110,88952,260,911
"1535",37616,"$1 under $25,000",410,12011,920,12156,30,60
"1536",37616,"$25,000 under $50,000",350,19925,550,20117,60,177
"1537",37616,"$50,000 under $75,000",200,18860,310,19064,60,146
"1538",37616,"$75,000 under $100,000",150,15301,180,15452,40,155
"1539",37616,"$100,000 under $200,000",120,16257,130,16659,70,373
"1540",37616,"$200,000 or more",0,5504,20,5504,0,0
"1541",37617,"Total",3390,323680,6230,327958,1080,4668
"1542",37617,"$1 under $25,000",900,31201,2530,31665,90,216
"1543",37617,"$25,000 under $50,000",820,54570,1520,55189,170,424
"1544",37617,"$50,000 under $75,000",580,53423,870,53933,190,550
"1545",37617,"$75,000 under $100,000",440,48494,560,48967,180,642
"1546",37617,"$100,000 under $200,000",510,78768,600,79781,330,1592
"1547",37617,"$200,000 or more",140,57224,150,58423,120,1244
"1548",37618,"Total",3130,243678,5550,246369,790,3096
"1549",37618,"$1 under $25,000",1000,29837,2370,30320,80,165
"1550",37618,"$25,000 under $50,000",870,51407,1430,51964,150,427
"1551",37618,"$50,000 under $75,000",560,50743,820,51162,160,489
"1552",37618,"$75,000 under $100,000",340,39687,460,40028,150,587
"1553",37618,"$100,000 under $200,000",320,51853,400,52432,200,1010
"1554",37618,"$200,000 or more",40,20151,70,20463,50,418
"1555",37620,"Total",9180,743044,16420,753639,2290,11916
"1556",37620,"$1 under $25,000",3350,96777,7680,98145,220,489
"1557",37620,"$25,000 under $50,000",2500,149645,4190,151090,450,1311
"1558",37620,"$50,000 under $75,000",1380,124744,2040,125883,420,1445
"1559",37620,"$75,000 under $100,000",790,94214,1090,95243,350,1471
"1560",37620,"$100,000 under $200,000",870,144434,1100,146988,590,3638
"1561",37620,"$200,000 or more",290,133230,320,136290,260,3562
"1562",37640,"Total",710,53096,1300,53573,190,744
"1563",37640,"$1 under $25,000",320,7940,620,8152,20,30
"1564",37640,"$25,000 under $50,000",230,12652,350,12757,50,108
"1565",37640,"$50,000 under $75,000",100,9980,170,10055,30,94
"1566",37640,"$75,000 under $100,000",30,6507,80,6507,30,111
"1567",37640,"$100,000 under $200,000",30,16017,80,16102,60,401
"1568",37640,"$200,000 or more",0,0,0,0,0,0
"1569",37641,"Total",2110,139761,3550,141179,430,1495
"1570",37641,"$1 under $25,000",780,20986,1640,21322,40,82
"1571",37641,"$25,000 under $50,000",590,33894,950,34203,110,239
"1572",37641,"$50,000 under $75,000",340,30203,490,30449,90,278
"1573",37641,"$75,000 under $100,000",220,23082,270,23363,90,313
"1574",37641,"$100,000 under $200,000",150,22769,170,23015,80,426
"1575",37641,"$200,000 or more",30,8827,30,8827,20,157
"1576",37642,"Total",3690,264817,6310,267140,750,2893
"1577",37642,"$1 under $25,000",1280,34210,2730,34663,70,159
"1578",37642,"$25,000 under $50,000",990,59468,1640,59865,160,419
"1579",37642,"$50,000 under $75,000",630,56402,920,56865,180,587
"1580",37642,"$75,000 under $100,000",420,47198,550,47584,140,568
"1581",37642,"$100,000 under $200,000",340,52741,430,53365,170,864
"1582",37642,"$200,000 or more",30,14798,40,14798,30,296
"1583",37643,"Total",7860,533641,12950,539527,1330,5278
"1584",37643,"$1 under $25,000",3010,75430,6070,76597,140,294
"1585",37643,"$25,000 under $50,000",2360,128141,3570,129187,300,758
"1586",37643,"$50,000 under $75,000",1230,106274,1740,107162,280,894
"1587",37643,"$75,000 under $100,000",720,76708,890,77441,240,958
"1588",37643,"$100,000 under $200,000",450,73284,570,74364,290,1487
"1589",37643,"$200,000 or more",90,73804,110,74776,80,887
"1590",37645,"Total",1390,112498,2380,113424,350,1260
"1591",37645,"$1 under $25,000",290,10984,860,11158,30,47
"1592",37645,"$25,000 under $50,000",340,20716,570,20886,60,140
"1593",37645,"$50,000 under $75,000",320,28014,450,28310,90,265
"1594",37645,"$75,000 under $100,000",280,25748,300,25882,90,410
"1595",37645,"$100,000 under $200,000",160,27036,200,27188,80,398
"1596",37645,"$200,000 or more",0,0,0,0,0,0
"1597",37650,"Total",2840,199701,4970,201673,520,1955
"1598",37650,"$1 under $25,000",990,28873,2260,29207,50,101
"1599",37650,"$25,000 under $50,000",850,44886,1260,45199,110,278
"1600",37650,"$50,000 under $75,000",420,41777,690,42018,110,327
"1601",37650,"$75,000 under $100,000",330,37671,440,37980,120,448
"1602",37650,"$100,000 under $200,000",220,36253,290,37028,130,801
"1603",37650,"$200,000 or more",30,10241,30,10241,0,0
"1604",37656,"Total",820,71624,1590,72286,220,725
"1605",37656,"$1 under $25,000",230,8216,680,8314,0,0
"1606",37656,"$25,000 under $50,000",180,12706,350,12826,60,94
"1607",37656,"$50,000 under $75,000",170,15640,250,15715,50,133
"1608",37656,"$75,000 under $100,000",120,13679,160,13782,40,133
"1609",37656,"$100,000 under $200,000",120,21383,150,21649,70,365
"1610",37656,"$200,000 or more",0,0,0,0,0,0
"1611",37657,"Total",190,13936,330,14019,30,128
"1612",37657,"$1 under $25,000",60,1619,140,1651,0,0
"1613",37657,"$25,000 under $50,000",60,2716,80,2716,0,0
"1614",37657,"$50,000 under $75,000",30,2857,50,2908,30,128
"1615",37657,"$75,000 under $100,000",40,2941,40,2941,0,0
"1616",37657,"$100,000 under $200,000",0,3803,20,3803,0,0
"1617",37657,"$200,000 or more",0,0,0,0,0,0
"1618",37658,"Total",980,58760,1670,59190,120,347
"1619",37658,"$1 under $25,000",440,10532,810,10651,0,0
"1620",37658,"$25,000 under $50,000",290,16410,460,16504,50,98
"1621",37658,"$50,000 under $75,000",140,13742,220,13870,50,140
"1622",37658,"$75,000 under $100,000",70,9364,110,9410,0,0
"1623",37658,"$100,000 under $200,000",40,8712,70,8755,20,109
"1624",37658,"$200,000 or more",0,0,0,0,0,0
"1625",37659,"Total",6890,667051,12130,676349,2330,10140
"1626",37659,"$1 under $25,000",1720,56509,4600,57541,190,378
"1627",37659,"$25,000 under $50,000",1750,107246,2950,108608,400,1009
"1628",37659,"$50,000 under $75,000",1260,119941,1940,121278,470,1444
"1629",37659,"$75,000 under $100,000",950,101718,1180,102660,410,1473
"1630",37659,"$100,000 under $200,000",890,147706,1140,149297,600,3038
"1631",37659,"$200,000 or more",320,133931,320,136965,260,2798
"1632",37660,"Total",9620,813963,16450,823936,2420,14516
"1633",37660,"$1 under $25,000",3850,93854,7700,95200,210,490
"1634",37660,"$25,000 under $50,000",2390,139666,3900,141079,440,1239
"1635",37660,"$50,000 under $75,000",1280,123669,2020,124946,400,1368
"1636",37660,"$75,000 under $100,000",810,101180,1170,102250,360,1636
"1637",37660,"$100,000 under $200,000",880,158287,1200,160321,640,3983
"1638",37660,"$200,000 or more",410,197307,460,200140,370,5800
"1639",37663,"Total",3670,415374,6930,421423,1520,6484
"1640",37663,"$1 under $25,000",750,30037,2540,30638,120,395
"1641",37663,"$25,000 under $50,000",740,54297,1490,54893,250,620
"1642",37663,"$50,000 under $75,000",600,60693,980,61393,250,794
"1643",37663,"$75,000 under $100,000",550,64551,740,65256,250,910
"1644",37663,"$100,000 under $200,000",850,128179,970,130150,490,2459
"1645",37663,"$200,000 or more",180,77617,210,79093,160,1306
"1646",37664,"Total",7100,735953,12170,744917,2560,13131
"1647",37664,"$1 under $25,000",1980,59516,5020,60412,200,475
"1648",37664,"$25,000 under $50,000",1470,92509,2570,93523,330,879
"1649",37664,"$50,000 under $75,000",1040,96779,1570,97948,390,1316
"1650",37664,"$75,000 under $100,000",820,96798,1120,97708,420,1645
"1651",37664,"$100,000 under $200,000",1310,192314,1440,194690,850,4928
"1652",37664,"$200,000 or more",480,198037,450,200636,370,3888
"1653",37665,"Total",1350,65865,2030,66348,130,360
"1654",37665,"$1 under $25,000",620,13202,1060,13407,0,0
"1655",37665,"$25,000 under $50,000",380,20031,550,20166,60,99
"1656",37665,"$50,000 under $75,000",210,15468,250,15563,40,96
"1657",37665,"$75,000 under $100,000",90,9065,110,9065,30,165
"1658",37665,"$100,000 under $200,000",50,8099,60,8147,0,0
"1659",37665,"$200,000 or more",0,0,0,0,0,0
"1660",37680,"Total",170,7975,250,8008,0,0
"1661",37680,"$1 under $25,000",60,1573,120,1606,0,0
"1662",37680,"$25,000 under $50,000",60,2677,80,2677,0,0
"1663",37680,"$50,000 under $75,000",50,3725,50,3725,0,0
"1664",37680,"$75,000 under $100,000",0,0,0,0,0,0
"1665",37680,"$100,000 under $200,000",0,0,0,0,0,0
"1666",37680,"$200,000 or more",0,0,0,0,0,0
"1667",37681,"Total",1520,107697,2500,108805,320,1070
"1668",37681,"$1 under $25,000",450,12943,1030,13098,30,39
"1669",37681,"$25,000 under $50,000",490,25287,700,25502,70,140
"1670",37681,"$50,000 under $75,000",270,22745,370,22932,70,194
"1671",37681,"$75,000 under $100,000",160,18689,220,18942,60,184
"1672",37681,"$100,000 under $200,000",150,20055,160,20353,90,513
"1673",37681,"$200,000 or more",0,7978,20,7978,0,0
"1674",37683,"Total",2640,188024,4140,190770,570,2296
"1675",37683,"$1 under $25,000",1020,23840,1870,24225,70,138
"1676",37683,"$25,000 under $50,000",970,44231,1270,44763,160,387
"1677",37683,"$50,000 under $75,000",360,34311,560,34595,140,426
"1678",37683,"$75,000 under $100,000",160,19832,230,20125,80,321
"1679",37683,"$100,000 under $200,000",130,21612,170,21888,90,490
"1680",37683,"$200,000 or more",0,44198,40,45174,30,534
"1681",37686,"Total",1840,224027,3510,227927,710,4102
"1682",37686,"$1 under $25,000",410,14971,1230,15300,50,128
"1683",37686,"$25,000 under $50,000",520,31938,880,32373,110,327
"1684",37686,"$50,000 under $75,000",320,32371,530,32792,120,385
"1685",37686,"$75,000 under $100,000",210,29280,340,29726,90,421
"1686",37686,"$100,000 under $200,000",250,51579,390,52408,220,1223
"1687",37686,"$200,000 or more",130,63888,140,65328,120,1618
"1688",37687,"Total",1090,59948,1730,60666,180,654
"1689",37687,"$1 under $25,000",460,10787,870,11015,0,0
"1690",37687,"$25,000 under $50,000",300,16900,480,17099,60,131
"1691",37687,"$50,000 under $75,000",170,13070,210,13178,40,155
"1692",37687,"$75,000 under $100,000",90,8597,100,8638,40,144
"1693",37687,"$100,000 under $200,000",70,10594,70,10736,40,224
"1694",37687,"$200,000 or more",0,0,0,0,0,0
"1695",37688,"Total",210,19264,380,19410,50,179
"1696",37688,"$1 under $25,000",60,1778,140,1845,0,0
"1697",37688,"$25,000 under $50,000",60,4013,110,4013,30,67
"1698",37688,"$50,000 under $75,000",50,3655,60,3734,0,0
"1699",37688,"$75,000 under $100,000",0,2329,30,2329,20,112
"1700",37688,"$100,000 under $200,000",40,7489,40,7489,0,0
"1701",37688,"$200,000 or more",0,0,0,0,0,0
"1702",37690,"Total",1070,73345,1740,74229,240,802
"1703",37690,"$1 under $25,000",320,9361,730,9547,20,47
"1704",37690,"$25,000 under $50,000",300,17371,480,17544,60,125
"1705",37690,"$50,000 under $75,000",200,14812,240,15008,40,127
"1706",37690,"$75,000 under $100,000",130,12776,150,12907,50,174
"1707",37690,"$100,000 under $200,000",120,19025,140,19223,70,329
"1708",37690,"$200,000 or more",0,0,0,0,0,0
"1709",37691,"Total",170,14586,320,14750,50,190
"1710",37691,"$1 under $25,000",70,2116,160,2170,0,0
"1711",37691,"$25,000 under $50,000",60,2664,70,2664,0,0
"1712",37691,"$50,000 under $75,000",40,4370,70,4480,50,190
"1713",37691,"$75,000 under $100,000",0,0,0,0,0,0
"1714",37691,"$100,000 under $200,000",0,5436,20,5436,0,0
